order_id,session_id,user_id,group,city_tier,phase,order_ts,items_count,basket_value_inr,free_delivery_unlocked,delivery_fee_charged_inr,delivery_cost_inr,gross_margin_inr
O0022495,S0089803,U048543,treatment,tier_2,post,2026-02-15 14:32:09,3,305.83,0,35.0,38.96,62.29
O0022496,S0027647,U159973,treatment,tier_2,post,2026-02-15 14:32:35,6,642.5,1,0.0,45.05,128.46
O0022497,S0028467,U083430,treatment,tier_2,post,2026-02-15 14:34:40,4,662.91,1,0.0,43.12,119.88
O0022498,S0101427,U097158,control,tier_3,post,2026-02-15 14:35:15,4,171.45,0,35.0,56.21,33.24
O0022499,S0022513,U054931,treatment,tier_2,post,2026-02-15 14:36:55,7,958.36,1,0.0,44.34,162.16
O0022500,S0064906,U151065,treatment,tier_2,post,2026-02-15 14:37:59,6,572.73,1,0.0,47.71,100.97
O0022501,S0125244,U075265,control,metro,post,2026-02-15 14:38:12,3,203.1,0,35.0,40.58,36.52
O0022502,S0087301,U137232,control,tier_2,post,2026-02-15 14:39:52,6,423.15,0,35.0,50.39,63.81
O0022503,S0015592,U081659,treatment,metro,post,2026-02-15 14:40:24,8,749.73,1,0.0,41.97,150.6
O0022504,S0065214,U142152,control,tier_2,post,2026-02-15 14:41:05,4,363.55,0,35.0,49.33,79.78
O0022505,S0058186,U138089,control,tier_2,post,2026-02-15 14:43:32,6,,1,0.0,40.55,144.54
O0022506,S0128786,U150058,control,tier_3,post,2026-02-15 14:43:34,2,254.27,0,35.0,59.54,38.63
O0022507,S0102153,U135337,treatment,metro,post,2026-02-15 14:44:08,6,591.9,1,0.0,54.0,119.61
O0022508,S0085376,U024537,control,tier_2,post,2026-02-15 14:44:19,6,400.31,0,35.0,40.12,74.1
O0022509,S0040315,U042111,treatment,tier_3,post,2026-02-15 14:44:54,3,206.02,0,35.0,62.25,30.61
O0022510,S0141379,U137778,treatment,metro,post,2026-02-15 14:45:20,2,652.0,1,0.0,51.44,105.54
O0022511,S0116873,U054838,control,tier_2,post,2026-02-15 14:45:22,1,129.67,0,35.0,48.8,23.1
O0022512,S0004968,U049705,treatment,metro,post,2026-02-15 14:45:22,5,865.77,1,0.0,48.86,136.64
O0022513,S0059901,U060020,treatment,tier_3,post,2026-02-15 14:45:41,6,557.35,1,0.0,50.86,106.43
O0022514,S0012406,U042153,control,tier_2,post,2026-02-15 14:48:56,6,727.32,1,0.0,46.62,130.18
O0022515,S0113183,U065587,control,tier_2,post,2026-02-15 14:49:18,6,376.62,0,35.0,50.68,82.65
O0022516,S0132273,U123346,control,metro,post,2026-02-15 14:50:54,5,630.14,1,0.0,42.74,127.21
O0022517,S0040202,U098197,control,tier_2,post,2026-02-15 14:51:25,2,183.5,0,35.0,40.82,31.03
O0022518,S0083277,U132760,treatment,metro,post,2026-02-15 14:52:31,7,667.79,1,0.0,40.03,128.23
O0022519,S0046820,U153752,control,metro,post,2026-02-15 14:53:21,7,417.22,0,35.0,29.25,74.63
O0022520,S0047734,U091838,treatment,tier_3,post,2026-02-15 14:54:00,3,179.25,0,35.0,42.26,35.7
O0022521,S0053766,U091379,control,tier_2,post,2026-02-15 14:54:12,6,1770.11,1,0.0,37.29,352.31
O0022522,S0054876,U140418,control,metro,post,2026-02-15 14:55:12,7,773.82,1,0.0,45.14,150.23
O0022523,S0016288,U011048,control,tier_2,post,2026-02-15 14:56:11,2,68.64,0,35.0,49.4,12.41
O0022524,S0020084,U014767,treatment,metro,post,2026-02-15 14:57:10,4,577.38,1,0.0,41.4,93.25
O0022525,S0063767,U047911,treatment,metro,post,2026-02-15 14:57:20,2,300.03,0,35.0,38.1,42.08
O0022526,S0092571,U054523,control,metro,post,2026-02-15 14:58:34,4,575.8,1,0.0,36.63,92.25
O0022527,S0151111,U029992,treatment,tier_3,post,2026-02-15 15:02:01,3,247.78,0,35.0,55.58,37.12
O0022528,S0153588,U024601,treatment,metro,post,2026-02-15 15:02:19,4,810.5,1,0.0,46.76,153.81
O0022529,S0050630,U134140,treatment,metro,post,2026-02-15 15:02:20,4,635.13,1,0.0,30.89,120.35
O0022530,S0023446,U145807,treatment,metro,post,2026-02-15 15:02:38,6,1006.5,1,0.0,34.9,198.1
O0022531,S0091663,U159592,treatment,tier_3,post,2026-02-15 15:02:57,3,206.88,0,35.0,60.54,34.07
O0022532,S0114257,U099796,treatment,metro,post,2026-02-15 15:04:01,7,724.71,1,0.0,27.12,116.67
O0022533,S0130821,U080243,control,tier_3,post,2026-02-15 15:04:24,5,455.76,0,35.0,42.86,82.41
O0022534,S0119860,U132913,control,metro,post,2026-02-15 15:04:44,6,358.78,0,35.0,34.71,59.26
O0022535,S0020071,U007899,control,metro,post,2026-02-15 15:05:12,4,251.7,0,35.0,36.92,44.03
O0022536,S0119038,U029018,treatment,tier_3,post,2026-02-15 15:06:04,6,545.85,1,0.0,59.26,83.56
O0022537,S0141808,U156031,control,tier_2,post,2026-02-15 15:06:55,5,198.19,0,35.0,42.51,35.23
O0022538,S0154797,U002390,treatment,metro,post,2026-02-15 15:06:59,3,606.2,1,0.0,41.5,82.71
O0022539,S0118629,U111087,control,metro,post,2026-02-15 15:07:21,1,73.33,0,35.0,48.98,13.37
O0022540,S0029152,U111596,control,tier_2,post,2026-02-15 15:07:41,9,804.54,1,0.0,36.31,152.61
O0022541,S0021799,U071787,treatment,metro,post,2026-02-15 15:07:58,3,277.03,0,35.0,38.91,54.08
O0022542,S0001236,U141403,control,metro,post,2026-02-15 15:08:50,2,546.72,1,0.0,41.91,103.92
O0022543,S0013766,U002330,treatment,tier_2,post,2026-02-15 15:09:42,3,140.21,0,35.0,47.69,20.27
O0022544,S0029196,U008845,control,tier_3,post,2026-02-15 15:09:53,5,383.1,0,35.0,73.73,71.31
O0022545,S0058968,U109443,control,tier_3,post,2026-02-15 15:10:02,6,479.07,0,35.0,59.94,81.52
O0022546,S0110108,U158773,control,metro,post,2026-02-15 15:10:43,4,400.93,0,35.0,29.85,72.13
O0022547,S0112737,U087580,treatment,metro,post,2026-02-15 15:12:01,3,503.84,1,0.0,42.26,86.63
O0022548,S0013914,U013776,treatment,metro,post,2026-02-15 15:12:05,4,289.98,0,35.0,39.51,52.53
O0022549,S0054336,U159107,treatment,metro,post,2026-02-15 15:12:51,10,977.4,1,0.0,39.87,188.98
O0022550,S0034711,U067312,treatment,tier_3,post,2026-02-15 15:14:30,5,415.61,0,35.0,51.91,61.55
O0022551,S0095194,U112643,treatment,tier_3,post,2026-02-15 15:15:03,3,203.61,0,35.0,54.96,41.07
O0022552,S0003358,U155570,control,tier_2,post,2026-02-15 15:15:19,6,407.44,0,35.0,43.52,73.78
O0022553,S0091935,U060339,treatment,metro,post,2026-02-15 15:15:57,3,617.22,1,0.0,38.92,117.14
O0022554,S0005315,U103793,control,metro,post,2026-02-15 15:16:45,4,334.45,0,35.0,30.7,61.48
O0022555,S0098037,U057205,control,metro,post,2026-02-15 15:16:52,6,655.73,1,0.0,35.05,97.94
O0022556,S0087865,U117235,control,tier_2,post,2026-02-15 15:17:35,4,500.91,1,0.0,43.05,91.59
O0022557,S0114634,U045414,control,tier_2,post,2026-02-15 15:17:58,2,148.44,0,35.0,38.08,26.1
O0022558,S0013904,U016956,control,tier_2,post,2026-02-15 15:18:31,4,677.12,1,0.0,35.63,111.12
O0022559,S0032372,U136575,treatment,metro,post,2026-02-15 15:19:51,7,1047.35,1,0.0,27.29,195.99
O0022560,S0068484,U110971,treatment,metro,post,2026-02-15 15:19:51,5,615.75,1,0.0,38.04,131.76
O0022561,S0092857,U018745,control,tier_2,post,2026-02-15 15:20:07,2,182.21,0,35.0,44.79,36.17
O0022562,S0138126,U144306,treatment,metro,post,2026-02-15 15:22:35,6,718.67,1,0.0,37.76,155.74
O0022563,S0003915,U067034,treatment,metro,post,2026-02-15 15:23:11,4,609.97,1,0.0,34.89,111.83
O0022564,S0109897,U143391,control,tier_2,post,2026-02-15 15:23:48,4,350.69,0,35.0,44.93,56.89
O0022565,S0095471,U042919,control,metro,post,2026-02-15 15:24:33,2,239.18,0,35.0,38.38,42.43
O0022566,S0054258,U135030,treatment,metro,post,2026-02-15 15:25:17,4,751.79,1,0.0,31.32,152.52
O0022567,S0111619,U061760,control,tier_3,post,2026-02-15 15:25:42,5,457.14,0,35.0,53.92,93.54
O0022568,S0110619,U145421,treatment,metro,post,2026-02-15 15:27:07,8,1725.29,1,0.0,37.58,336.39
O0022569,S0074946,U147914,control,metro,post,2026-02-15 15:27:14,6,721.01,1,0.0,41.69,119.67
O0022570,S0001968,U010621,control,tier_3,post,2026-02-15 15:27:23,4,299.9,0,35.0,53.69,62.37
O0022571,S0134869,U066280,control,tier_2,post,2026-02-15 15:28:08,1,85.38,0,35.0,50.98,15.66
O0022572,S0045044,U062751,treatment,tier_3,post,2026-02-15 15:29:59,4,188.73,0,35.0,71.44,32.27
O0022573,S0073866,U050663,control,tier_2,post,2026-02-15 15:29:59,3,318.39,0,35.0,49.53,50.03
O0022574,S0000928,U037000,treatment,tier_3,post,2026-02-15 15:30:21,7,429.17,0,35.0,43.57,73.63
O0022575,S0032451,U041076,control,tier_2,post,2026-02-15 15:31:20,6,435.36,0,35.0,45.78,58.64
O0022576,S0148405,U017707,treatment,metro,post,2026-02-15 15:32:29,4,608.28,1,0.0,41.95,121.74
O0022577,S0151098,U007562,treatment,metro,post,2026-02-15 15:33:38,5,741.19,1,0.0,38.6,114.15
O0022578,S0129639,U045170,treatment,tier_2,post,2026-02-15 15:33:56,1,143.89,0,35.0,59.05,22.22
O0022579,S0134799,U132758,treatment,metro,post,2026-02-15 15:34:37,4,897.77,1,0.0,41.98,183.76
O0022580,S0042801,U019539,control,metro,post,2026-02-15 15:35:12,4,794.49,1,0.0,41.52,122.85
O0022581,S0118074,U146493,control,tier_3,post,2026-02-15 15:36:24,2,160.49,0,35.0,63.71,34.75
O0022582,S0135411,U070037,treatment,tier_2,post,2026-02-15 15:37:58,4,519.2,1,0.0,47.96,84.06
O0022583,S0133289,U076246,treatment,metro,post,2026-02-15 15:38:45,7,733.75,1,0.0,32.53,144.8
O0022584,S0015404,U137358,treatment,tier_2,post,2026-02-15 15:39:35,2,279.67,0,35.0,43.81,52.31
O0022585,S0140563,U129610,control,tier_2,post,2026-02-15 15:39:57,2,217.26,0,35.0,42.91,32.56
O0022586,S0095896,U114453,treatment,tier_3,post,2026-02-15 15:40:26,3,318.97,0,35.0,72.11,52.91
O0022587,S0048753,U117903,control,tier_2,post,2026-02-15 15:40:56,5,453.98,0,35.0,43.41,75.14
O0022588,S0100021,U040783,control,metro,post,2026-02-15 15:42:49,4,588.08,1,0.0,35.26,106.33
O0022589,S0140814,U098018,control,tier_2,post,2026-02-15 15:45:57,8,955.65,1,0.0,39.81,188.19
O0022590,S0142631,U117845,treatment,metro,post,2026-02-15 15:46:59,7,754.46,1,0.0,34.39,110.13
O0022591,S0066273,U072089,control,tier_3,post,2026-02-15 15:47:04,5,286.31,0,35.0,59.9,47.74
O0022592,S0127002,U156325,control,metro,post,2026-02-15 15:47:12,4,488.02,0,35.0,36.59,93.41
O0022593,S0144717,U041928,control,metro,post,2026-02-15 15:47:24,4,578.85,1,0.0,43.45,104.18
O0022594,S0054794,U035418,treatment,metro,post,2026-02-15 15:47:48,6,681.9,1,0.0,30.38,136.49
O0022595,S0066544,U130323,control,tier_3,post,2026-02-15 15:48:35,3,255.01,0,35.0,53.7,42.94
O0022596,S0153449,U012023,treatment,tier_2,post,2026-02-15 15:50:31,4,594.11,1,0.0,43.47,116.85
O0022597,S0079193,U131846,control,tier_2,post,2026-02-15 15:50:48,2,132.83,0,35.0,56.05,23.37
O0022598,S0009317,U086192,treatment,tier_3,post,2026-02-15 15:51:00,7,577.83,1,0.0,57.16,102.43
O0022599,S0004191,U012959,treatment,metro,post,2026-02-15 15:51:33,2,212.05,0,35.0,41.46,36.86
O0022600,S0124583,U070588,control,tier_3,post,2026-02-15 15:51:34,7,1444.28,1,0.0,71.55,178.14
O0022601,S0022690,U000285,control,tier_2,post,2026-02-15 15:52:05,8,1130.24,1,0.0,47.01,195.12
O0022602,S0043937,U108981,control,tier_2,post,2026-02-15 15:52:23,7,600.96,1,0.0,35.86,89.12
O0022603,S0029454,U030925,treatment,metro,post,2026-02-15 15:54:41,4,576.45,1,0.0,46.17,101.54
O0022604,S0027416,U128692,treatment,tier_3,post,2026-02-15 15:55:20,5,330.14,0,35.0,52.02,56.12
O0022605,S0055804,U029659,control,metro,post,2026-02-15 15:56:21,3,195.83,0,35.0,36.73,38.43
O0022606,S0000541,U112191,treatment,tier_3,post,2026-02-15 15:56:55,5,537.32,1,0.0,53.64,108.32
O0022607,S0155258,U045607,control,tier_2,post,2026-02-15 15:59:24,7,459.21,0,35.0,34.37,75.5
O0022608,S0084840,U107597,control,metro,post,2026-02-15 16:01:35,2,257.61,0,35.0,39.75,47.1
O0022609,S0017017,U132839,treatment,tier_3,post,2026-02-15 16:03:32,5,565.22,1,0.0,61.07,100.08
O0022610,S0077223,U132441,control,tier_2,post,2026-02-15 16:05:31,3,247.28,0,35.0,50.44,42.88
O0022611,S0118785,U096026,control,metro,post,2026-02-15 16:06:35,4,366.83,0,35.0,33.2,67.42
O0022612,S0112589,U030983,treatment,metro,post,2026-02-15 16:07:29,4,323.37,0,35.0,39.59,58.73
O0022613,S0003048,U001358,control,tier_2,post,2026-02-15 16:07:31,9,1321.8,1,0.0,30.12,237.38
O0022614,S0042913,U060218,control,metro,post,2026-02-15 16:08:24,4,377.56,0,35.0,40.24,81.79
O0022615,S0027943,U056469,control,metro,post,2026-02-15 16:08:27,3,199.41,0,35.0,42.57,38.34
O0022616,S0033806,U124322,control,metro,post,2026-02-15 16:09:58,1,179.16,0,35.0,38.3,27.77
O0022617,S0131876,U087932,control,metro,post,2026-02-15 16:10:04,2,207.35,0,35.0,39.28,40.82
O0022618,S0139331,U002054,control,tier_2,post,2026-02-15 16:10:12,8,662.58,1,0.0,40.62,136.89
O0022619,S0060913,U093041,control,tier_2,post,2026-02-15 16:11:39,4,361.15,0,35.0,44.48,58.05
O0022620,S0135989,U017549,control,tier_2,post,2026-02-15 16:11:57,7,604.54,1,0.0,33.69,114.75
O0022621,S0127231,U098316,control,metro,post,2026-02-15 16:12:11,6,869.18,1,0.0,38.41,172.67
O0022622,S0045915,U029168,treatment,tier_3,post,2026-02-15 16:12:30,4,397.16,0,35.0,57.95,70.82
O0022623,S0103648,U093736,control,tier_2,post,2026-02-15 16:13:04,4,300.8,0,35.0,52.83,54.32
O0022624,S0030689,U082913,treatment,tier_2,post,2026-02-15 16:13:26,4,265.94,0,35.0,45.43,48.8
O0022625,S0097029,U130876,treatment,tier_3,post,2026-02-15 16:13:49,3,189.91,0,35.0,52.29,31.38
O0022626,S0005648,U015800,treatment,metro,post,2026-02-15 16:14:30,7,1084.97,1,0.0,28.0,207.57
O0022627,S0135920,U053977,control,tier_3,post,2026-02-15 16:14:34,6,486.41,0,35.0,53.82,113.61
O0022628,S0158956,U110239,control,tier_2,post,2026-02-15 16:15:26,7,426.1,0,35.0,41.91,57.39
O0022629,S0121993,U016521,control,tier_3,post,2026-02-15 16:16:02,2,114.87,0,35.0,65.14,21.64
O0022630,S0110147,U014584,treatment,metro,post,2026-02-15 16:16:16,3,565.32,1,0.0,37.37,117.95
O0022631,S0126979,U040124,control,tier_2,post,2026-02-15 16:18:46,3,433.26,0,35.0,48.6,64.21
O0022632,S0038655,U026465,control,tier_3,post,2026-02-15 16:18:46,4,208.51,0,35.0,71.07,41.34
O0022633,S0065568,U145541,control,tier_2,post,2026-02-15 16:19:24,3,194.22,0,35.0,50.16,35.83
O0022634,S0022741,U052669,treatment,tier_2,post,2026-02-15 16:20:33,3,292.46,0,35.0,55.42,51.42
O0022635,S0126230,U007273,control,tier_3,post,2026-02-15 16:21:08,4,229.41,0,35.0,65.02,46.11
O0022636,S0042388,U096511,treatment,tier_3,post,2026-02-15 16:21:14,5,288.18,0,35.0,57.89,62.4
O0022637,S0144906,U136613,control,tier_2,post,2026-02-15 16:21:31,6,688.03,1,0.0,51.57,129.01
O0022638,S0127054,U016442,treatment,tier_3,post,2026-02-15 16:23:20,4,547.5,1,0.0,65.72,78.34
O0022639,S0079149,U023834,treatment,tier_2,post,2026-02-15 16:23:22,3,274.54,0,35.0,46.07,61.48
O0022640,S0073903,U069044,treatment,tier_3,post,2026-02-15 16:25:23,3,198.92,0,35.0,54.47,32.99
O0022641,S0036695,U096436,control,metro,post,2026-02-15 16:25:28,3,332.1,0,35.0,39.64,57.47
O0022642,S0099544,U110547,control,tier_3,post,2026-02-15 16:26:50,2,338.87,0,35.0,71.1,58.51
O0022643,S0095317,U121638,control,tier_3,post,2026-02-15 16:28:21,5,297.38,0,35.0,51.56,57.88
O0022644,S0142945,U057130,control,metro,post,2026-02-15 16:28:22,5,710.39,1,0.0,41.51,129.06
O0022645,S0139008,U131769,control,tier_2,post,2026-02-15 16:29:00,7,633.45,1,0.0,37.77,140.54
O0022646,S0143115,U123480,treatment,tier_2,post,2026-02-15 16:29:17,3,218.35,0,35.0,42.89,38.96
O0022647,S0029880,U014642,control,metro,post,2026-02-15 16:30:33,5,391.53,0,35.0,42.13,74.23
O0022648,S0025078,U011167,treatment,metro,post,2026-02-15 16:31:13,4,335.32,0,35.0,40.02,63.38
O0022649,S0055051,U089793,control,tier_3,post,2026-02-15 16:33:17,3,89.48,0,35.0,52.22,17.14
O0022650,S0012128,U089699,control,tier_2,post,2026-02-15 16:33:22,5,349.91,0,35.0,34.44,61.93
O0022651,S0151586,U053447,control,metro,post,2026-02-15 16:35:16,6,482.02,0,35.0,39.53,97.18
O0022652,S0127284,U084691,treatment,tier_2,post,2026-02-15 16:36:13,3,579.55,1,0.0,35.38,86.71
O0022653,S0103293,U116552,treatment,tier_3,post,2026-02-15 16:36:59,6,463.82,0,35.0,51.99,77.26
O0022654,S0074134,U087977,treatment,metro,post,2026-02-15 16:37:10,2,401.63,0,35.0,32.87,64.74
O0022655,S0128087,U143915,treatment,tier_3,post,2026-02-15 16:38:00,5,279.12,0,35.0,61.24,47.66
O0022656,S0126003,U068034,treatment,metro,post,2026-02-15 16:38:42,7,709.63,1,0.0,43.74,117.85
O0022657,S0004716,U136293,control,metro,post,2026-02-15 16:38:51,4,486.94,0,35.0,24.92,91.72
O0022658,S0060528,U107051,control,metro,post,2026-02-15 16:42:29,5,413.5,0,35.0,40.29,78.57
O0022659,S0103281,U140062,treatment,metro,post,2026-02-15 16:42:46,4,474.52,0,35.0,36.58,97.26
O0022660,S0075987,U107358,treatment,tier_2,post,2026-02-15 16:43:52,4,627.77,1,0.0,41.41,107.12
O0022661,S0021278,U045962,control,metro,post,2026-02-15 16:44:27,3,215.84,0,35.0,33.8,35.81
O0022662,S0035944,U007597,treatment,tier_2,post,2026-02-15 16:44:51,5,622.4,1,0.0,42.71,80.5
O0022663,S0033992,U090012,treatment,metro,post,2026-02-15 16:45:45,5,591.46,1,0.0,31.98,100.76
O0022664,S0034630,U048655,control,metro,post,2026-02-15 16:45:53,7,833.76,1,0.0,43.53,156.65
O0022665,S0007819,U121777,control,tier_3,post,2026-02-15 16:47:17,3,167.11,0,35.0,64.81,31.64
O0022666,S0031030,U133577,control,tier_2,post,2026-02-15 16:47:55,6,372.67,0,35.0,46.4,58.1
O0022667,S0091450,U152832,control,tier_3,post,2026-02-15 16:48:41,3,291.57,0,35.0,58.45,46.03
O0022668,S0059706,U034461,treatment,tier_3,post,2026-02-15 16:49:59,5,400.69,0,35.0,72.29,85.19
O0022669,S0065105,U007095,control,metro,post,2026-02-15 16:50:09,5,429.52,0,35.0,47.8,73.64
O0022670,S0077515,U112764,control,metro,post,2026-02-15 16:50:14,6,545.48,1,0.0,38.83,91.76
O0022671,S0027753,U089904,control,metro,post,2026-02-15 16:50:47,2,304.9,0,35.0,33.36,51.52
O0022672,S0153403,U148840,control,tier_3,post,2026-02-15 16:50:49,2,162.68,0,35.0,46.97,25.57
O0022673,S0100041,U071135,control,tier_2,post,2026-02-15 16:51:05,3,361.47,0,35.0,34.55,73.02
O0022674,S0125136,U127056,treatment,tier_2,post,2026-02-15 16:52:05,3,229.36,0,35.0,42.83,42.54
O0022675,S0098171,U102607,treatment,metro,post,2026-02-15 16:53:11,2,193.04,0,35.0,34.7,28.16
O0022676,S0090026,U002122,treatment,metro,post,2026-02-15 16:53:42,6,1097.82,1,0.0,35.0,178.56
O0022677,S0013706,U007699,control,tier_3,post,2026-02-15 16:54:16,5,386.18,0,35.0,74.32,72.4
O0022678,S0045774,U044334,treatment,tier_2,post,2026-02-15 16:54:40,6,713.17,1,0.0,47.07,101.92
O0022679,S0067536,U008706,treatment,tier_2,post,2026-02-15 16:56:24,6,705.13,1,0.0,41.64,138.04
O0022680,S0031354,U143716,control,tier_2,post,2026-02-15 16:56:32,4,284.42,0,35.0,51.81,44.16
O0022681,S0131928,U065003,control,metro,post,2026-02-15 16:59:10,8,1380.84,1,0.0,42.91,276.97
O0022682,S0142557,U057578,control,metro,post,2026-02-15 17:00:25,5,287.14,0,35.0,31.35,48.71
O0022683,S0102360,U106191,control,tier_2,post,2026-02-15 17:00:45,7,373.56,0,35.0,54.53,65.67
O0022684,S0008175,U090681,treatment,metro,post,2026-02-15 17:01:15,5,573.8,1,0.0,39.57,105.46
O0022685,S0079823,U058774,treatment,tier_3,post,2026-02-15 17:01:26,3,375.54,0,35.0,45.58,61.72
O0022686,S0017038,U138624,control,metro,post,2026-02-15 17:02:46,3,316.24,0,35.0,45.72,50.34
O0022687,S0062283,U100117,treatment,metro,post,2026-02-15 17:02:49,5,655.24,1,0.0,45.08,102.93
O0022688,S0158375,U079030,control,metro,post,2026-02-15 17:03:22,5,335.98,0,35.0,38.81,60.14
O0022689,S0141234,U041957,control,tier_3,post,2026-02-15 17:03:58,3,161.83,0,35.0,52.48,31.34
O0022690,S0018569,U049122,control,tier_3,post,2026-02-15 17:04:47,1,121.22,0,35.0,67.28,22.65
O0022691,S0106764,U036731,treatment,tier_2,post,2026-02-15 17:05:15,2,137.78,0,35.0,37.46,24.39
O0022692,S0118462,U051039,treatment,metro,post,2026-02-15 17:05:45,6,880.66,1,0.0,34.85,188.39
O0022693,S0152046,U152559,treatment,tier_3,post,2026-02-15 17:06:25,7,527.62,1,0.0,46.55,102.06
O0022694,S0099264,U012479,control,metro,post,2026-02-15 17:06:28,5,892.19,1,0.0,33.48,171.92
O0022695,S0005197,U123887,control,tier_2,post,2026-02-15 17:06:54,5,341.69,0,35.0,42.94,58.48
O0022696,S0086873,U029043,control,tier_3,post,2026-02-15 17:07:25,3,110.73,0,35.0,56.38,19.01
O0022697,S0114078,U063870,control,metro,post,2026-02-15 17:07:34,3,220.11,0,35.0,48.04,40.28
O0022698,S0158071,U130584,treatment,metro,post,2026-02-15 17:07:37,4,634.07,1,0.0,37.86,105.96
O0022699,S0044669,U013623,treatment,tier_3,post,2026-02-15 17:07:42,3,222.26,0,35.0,55.13,37.07
O0022700,S0015601,U012077,treatment,metro,post,2026-02-15 17:07:42,5,853.29,1,0.0,37.92,185.91
O0022701,S0010387,U064768,control,tier_2,post,2026-02-15 17:07:44,5,396.86,0,35.0,65.02,75.2
O0022702,S0079215,U113763,control,tier_2,post,2026-02-15 17:07:56,6,654.26,1,0.0,49.09,106.6
O0022703,S0111614,U073510,treatment,metro,post,2026-02-15 17:08:12,5,604.62,1,0.0,33.68,121.5
O0022704,S0150551,U097546,control,tier_2,post,2026-02-15 17:08:58,3,383.87,0,35.0,46.17,70.49
O0022705,S0010250,U126520,control,tier_3,post,2026-02-15 17:09:41,8,637.2,1,0.0,49.9,121.25
O0022706,S0004295,U022239,control,tier_3,post,2026-02-15 17:10:29,7,575.37,1,0.0,49.52,115.05
O0022707,S0076021,U009332,treatment,metro,post,2026-02-15 17:10:41,4,764.2,1,0.0,40.47,160.76
O0022708,S0055929,U124060,treatment,metro,post,2026-02-15 17:10:45,2,332.25,0,35.0,37.29,58.24
O0022709,S0005836,U018092,treatment,metro,post,2026-02-15 17:10:48,5,571.22,1,0.0,23.66,113.93
O0022710,S0112277,U139674,control,tier_3,post,2026-02-15 17:10:51,7,304.04,0,35.0,79.66,48.89
O0022711,S0121224,U001893,control,tier_3,post,2026-02-15 17:10:57,8,1129.39,1,0.0,78.7,195.05
O0022712,S0118108,U048227,treatment,tier_2,post,2026-02-15 17:11:55,4,387.63,0,35.0,38.17,60.77
O0022713,S0018488,U021314,control,metro,post,2026-02-15 17:12:52,2,338.13,0,35.0,35.24,61.67
O0022714,S0138571,U109221,treatment,metro,post,2026-02-15 17:12:57,4,356.58,0,35.0,40.04,67.2
O0022715,S0040300,U095445,treatment,metro,post,2026-02-15 17:13:33,3,313.35,0,35.0,39.65,52.41
O0022716,S0012647,U136596,control,metro,post,2026-02-15 17:14:35,3,241.53,0,35.0,31.4,40.11
O0022717,S0144746,U146123,treatment,tier_2,post,2026-02-15 17:15:27,4,516.37,1,0.0,47.08,96.95
O0022718,S0092094,U137994,control,metro,post,2026-02-15 17:15:31,4,310.21,0,35.0,39.19,58.55
O0022719,S0041604,U020919,treatment,tier_2,post,2026-02-15 17:15:32,2,230.87,0,35.0,53.49,36.03
O0022720,S0065271,U124122,treatment,metro,post,2026-02-15 17:16:40,4,365.76,0,35.0,29.73,76.39
O0022721,S0156208,U065415,treatment,metro,post,2026-02-15 17:16:42,4,771.35,1,0.0,46.86,149.59
O0022722,S0079064,U125383,control,metro,post,2026-02-15 17:16:46,5,419.2,0,35.0,26.88,69.98
O0022723,S0146480,U126732,treatment,metro,post,2026-02-15 17:16:51,8,701.37,1,0.0,36.49,137.38
O0022724,S0081488,U037021,control,tier_2,post,2026-02-15 17:17:45,5,599.87,1,0.0,28.55,104.96
O0022725,S0042106,U089634,control,tier_2,post,2026-02-15 17:17:56,5,320.32,0,35.0,40.97,61.25
O0022726,S0025931,U084880,treatment,metro,post,2026-02-15 17:18:13,3,526.66,1,0.0,43.67,100.52
O0022727,S0156229,U116650,control,tier_3,post,2026-02-15 17:18:35,4,169.7,0,35.0,56.34,34.76
O0022728,S0005233,U130792,control,tier_2,post,2026-02-15 17:18:45,3,298.15,0,35.0,52.16,51.71
O0022729,S0142405,U037285,treatment,metro,post,2026-02-15 17:20:14,3,267.64,0,35.0,29.76,42.22
O0022730,S0012567,U132627,treatment,tier_2,post,2026-02-15 17:20:16,4,819.29,1,0.0,54.52,144.55
O0022731,S0098952,U031533,treatment,metro,post,2026-02-15 17:20:36,3,333.64,0,35.0,29.66,64.14
O0022732,S0090473,U001819,control,metro,post,2026-02-15 17:21:12,4,645.52,1,0.0,45.65,118.47
O0022733,S0038814,U149519,control,tier_2,post,2026-02-15 17:21:16,4,268.52,0,35.0,38.63,44.23
O0022734,S0025362,U059299,control,tier_2,post,2026-02-15 17:21:34,4,316.7,0,35.0,47.58,52.86
O0022735,S0034295,U101315,treatment,tier_3,post,2026-02-15 17:22:33,5,464.41,0,35.0,67.09,90.8
O0022736,S0045843,U032677,control,metro,post,2026-02-15 17:23:48,2,209.05,0,35.0,45.12,27.63
O0022737,S0122184,U058987,control,tier_2,post,2026-02-15 17:23:51,6,443.93,0,35.0,44.89,79.09
O0022738,S0052310,U152160,control,tier_2,post,2026-02-15 17:23:55,2,171.59,0,35.0,32.55,32.64
O0022739,S0156484,U110086,treatment,tier_2,post,2026-02-15 17:25:19,3,192.82,0,35.0,45.17,29.72
O0022740,S0148564,U159853,control,metro,post,2026-02-15 17:25:55,9,1118.13,1,0.0,36.85,217.51
O0022741,S0069767,U008512,control,tier_3,post,2026-02-15 17:26:25,5,491.95,0,35.0,49.92,77.94
O0022742,S0101672,U122884,treatment,metro,post,2026-02-15 17:27:04,3,598.12,1,0.0,42.88,106.43
