session_id,user_id,group,session_ts,city_tier,device,is_new_user,cart_items,cart_subtotal_inr,order_placed
S0136720,U107859,treatment,2026-02-08 22:40:58,metro,ios,0,2,189.47,0
S0054896,U043127,control,2026-02-08 22:41:18,tier_3,web,0,4,425.39,0
S0115888,U079891,control,2026-02-08 22:41:22,metro,ios,0,1,259.08,1
S0130846,U133490,control,2026-02-08 22:41:24,metro,Android,1,6,500.8,0
S0147268,U039013,treatment,2026-02-08 22:41:39,tier_2,android,0,2,144.82,1
S0110480,U083588,treatment,2026-02-08 22:42:31,tier_2,android,0,3,280.34,0
S0157360,U016212,treatment,2026-02-08 22:42:49,tier_2,android,1,3,354.38,0
S0018844,U033229,treatment,2026-02-08 22:43:01,metro,ios,1,7,465.04,0
S0156078,U112652,control,2026-02-08 22:43:05,metro,ios,0,7,1252.89,0
S0131805,U012878,treatment,2026-02-08 22:43:11,tier_2,ios,0,3,421.26,0
S0079849,U120552,treatment,2026-02-08 22:43:23,tier_3,android,0,7,774.79,0
S0045470,U063008,control,2026-02-08 22:43:30,tier_3,android,1,4,213.86,0
S0140196,U136341,treatment,2026-02-08 22:44:02,metro,web,1,2,125.7,0
S0006316,U152404,control,2026-02-08 22:45:00,tier_2,android,0,3,281.59,0
S0074848,U024362,treatment,2026-02-08 22:45:07,metro,android,0,4,562.08,1
S0109448,U041475,control,2026-02-08 22:45:48,tier_2,android,0,2,212.02,1
S0083380,U087920,control,2026-02-08 22:46:08,metro,Android,1,5,600.66,1
S0073392,U019872,control,2026-02-08 22:46:27,tier_2,web,0,3,270.86,0
S0033528,U068801,control,2026-02-08 22:46:27,tier_2,ios,0,2,70.34,0
S0146514,U025599,control,2026-02-08 22:47:13,metro,web,0,2,206.45,0
S0005784,U109645,treatment,2026-02-08 22:47:21,tier_3,android,0,6,664.57,0
S0084810,U037614,control,2026-02-08 22:47:23,tier_2,Android,1,6,591.73,0
S0034112,U149900,treatment,2026-02-08 22:47:56,tier_2,ios,1,1,101.99,0
S0034112,U149900,treatment,2026-02-08 22:47:56,tier_2,ios,1,1,101.99,0
S0134928,U155769,control,2026-02-08 22:48:08,tier_2,Android,0,1,76.72,0
S0119676,U083911,control,2026-02-08 22:48:11,metro,android,0,3,443.52,0
S0088228,U159891,treatment,2026-02-08 22:48:12,tier_3,ios,0,2,125.83,0
S0107973,U021556,control,2026-02-08 22:48:15,tier_2,android,1,7,713.15,0
S0061148,U088491,control,2026-02-08 22:48:29,tier_3,ios,0,6,470.47,0
S0158630,U028716,control,2026-02-08 22:48:44,tier_2,android,0,3,194.31,1
S0018974,U033571,treatment,2026-02-08 22:48:55,metro,ios,0,3,299.12,0
S0031329,U154701,treatment,2026-02-08 22:49:03,tier_2,android,1,3,218.48,0
S0145954,U039765,control,2026-02-08 22:49:25,tier_2,android,0,2,122.2,0
S0137953,U130189,control,2026-02-08 22:50:20,tier_2,android,1,8,597.61,0
S0149845,U005348,treatment,2026-02-08 22:51:23,metro,ios,1,4,633.94,0
S0126639,U036494,treatment,2026-02-08 22:51:27,metro,android,0,5,256.55,0
S0108724,U039780,treatment,2026-02-08 22:51:33,metro,Android,0,3,256.58,0
S0053269,U062255,control,2026-02-08 22:51:45,metro,android,0,3,349.69,1
S0012465,U151741,treatment,2026-02-08 22:52:24,tier_3,web,0,5,612.84,0
S0028042,U133485,control,2026-02-08 22:52:25,tier_3,android,0,4,468.93,0
S0050705,U010772,control,2026-02-08 22:53:58,tier_3,Android,0,5,362.63,0
S0067253,U021316,control,2026-02-08 22:54:24,tier_2,Android,0,4,677.01,0
S0096233,U090842,treatment,2026-02-08 22:54:40,tier_3,Android,1,4,425.24,0
S0065834,U025685,treatment,2026-02-08 22:54:54,metro,Android,0,2,188.08,1
S0015022,U115757,control,2026-02-08 22:54:57,tier_3,ios,0,5,357.25,0
S0034471,U060145,treatment,2026-02-08 22:55:04,tier_2,Android,1,6,462.37,0
S0064221,U072390,treatment,2026-02-08 22:55:12,tier_2,Android,0,8,840.5,0
S0038156,U137451,control,2026-02-08 22:55:17,metro,ios,0,2,158.93,0
S0088001,U023780,treatment,2026-02-08 22:55:34,tier_3,ios,0,7,628.4,1
S0010783,U099590,treatment,2026-02-08 22:55:38,metro,web,0,3,217.94,0
S0077994,U016723,control,2026-02-08 22:55:55,metro,Android,0,3,141.24,0
S0099860,U023947,treatment,2026-02-08 22:56:01,tier_2,Android,1,4,211.11,1
S0075515,U139562,control,2026-02-08 22:56:12,tier_2,android,0,3,279.72,1
S0140414,U073038,control,2026-02-08 22:56:31,tier_2,ios,0,2,117.51,1
S0061699,U095031,control,2026-02-08 22:56:43,metro,android,1,5,332.08,0
S0005690,U008631,control,2026-02-08 22:56:46,tier_3,android,0,5,383.69,0
S0130916,U134670,treatment,2026-02-08 22:57:21,tier_2,android,0,6,799.85,0
S0144630,U124144,treatment,2026-02-08 22:57:51,tier_2,android,0,7,1025.35,1
S0076663,U095548,treatment,2026-02-08 22:58:05,tier_2,web,0,1,154.09,1
S0021982,U003149,treatment,2026-02-08 22:58:08,metro,android,0,5,279.14,0
S0019539,U045525,treatment,2026-02-08 22:58:14,metro,ios,1,6,848.39,0
S0155138,U029977,treatment,2026-02-08 22:58:47,tier_3,android,0,3,352.37,0
S0030246,U026207,control,2026-02-08 22:59:06,metro,android,0,2,194.72,0
S0080500,U092022,control,2026-02-08 22:59:12,tier_2,ios,1,1,96.34,0
S0113004,U093992,control,2026-02-08 22:59:13,tier_2,android,1,4,335.42,0
S0114126,U091632,control,2026-02-08 22:59:21,tier_2,Android,0,5,358.28,0
S0075974,U031946,treatment,2026-02-08 22:59:57,tier_3,web,1,8,917.59,0
S0079425,U040258,treatment,2026-02-08 23:03:06,tier_3,Android,1,6,559.73,0
S0097185,U069121,treatment,2026-02-08 23:05:36,metro,android,1,2,175.94,1
S0016443,U053831,control,2026-02-08 23:06:37,metro,android,1,6,370.71,0
S0059061,U109968,treatment,2026-02-08 23:06:47,tier_3,android,0,3,217.32,0
S0159036,U106694,treatment,2026-02-08 23:06:56,metro,android,1,6,472.96,1
S0132635,U049109,control,2026-02-08 23:07:03,metro,android,0,2,158.08,0
S0028864,U150131,control,2026-02-08 23:07:31,tier_3,ios,0,9,789.52,0
S0139716,U007207,treatment,2026-02-08 23:08:00,tier_2,ios,0,5,469.73,0
S0027161,U080168,treatment,2026-02-08 23:09:27,metro,ios,0,2,158.8,0
S0057625,U046837,control,2026-02-08 23:09:46,tier_2,android,1,4,368.89,1
S0022570,U013700,control,2026-02-08 23:10:36,metro,ios,0,2,189.53,1
S0122854,U103104,control,2026-02-08 23:10:42,metro,Android,0,6,438.73,1
S0045392,U129547,control,2026-02-08 23:11:37,tier_2,web,0,4,308.33,1
S0098912,U134163,control,2026-02-08 23:12:23,metro,ios,1,2,249.92,1
S0057782,U091185,treatment,2026-02-08 23:12:49,tier_2,Android,1,4,244.26,0
S0011702,U029333,treatment,2026-02-08 23:12:56,tier_3,Android,1,7,894.89,0
S0030729,U024295,treatment,2026-02-08 23:13:18,metro,Android,1,3,337.52,1
S0063891,U067525,treatment,2026-02-08 23:13:51,tier_2,android,0,3,246.87,0
S0036450,U113907,treatment,2026-02-08 23:15:35,tier_3,ios,0,8,741.13,1
S0055934,U014306,treatment,2026-02-08 23:15:57,tier_3,Android,0,4,219.07,0
S0002445,U003629,treatment,2026-02-08 23:16:00,tier_2,android,1,4,251.39,0
S0155873,U067773,control,2026-02-08 23:16:35,metro,android,0,6,687.78,0
S0089546,U030964,treatment,2026-02-08 23:16:59,tier_2,android,0,5,404.48,0
S0030003,U000455,treatment,2026-02-08 23:19:09,tier_3,Android,0,2,277.37,0
S0128000,U080590,control,2026-02-08 23:19:55,metro,web,0,5,475.25,0
S0017867,U146441,control,2026-02-08 23:20:58,metro,ios,0,3,201.55,0
S0109678,U091935,treatment,2026-02-08 23:21:15,metro,web,0,3,315.62,1
S0089591,U004766,control,2026-02-08 23:21:25,tier_2,android,0,5,295.13,0
S0024885,U066007,treatment,2026-02-08 23:21:36,tier_3,web,0,4,128.48,0
S0065868,U103565,treatment,2026-02-08 23:21:38,tier_2,ios,1,5,991.93,0
S0096557,U002618,control,2026-02-08 23:21:38,metro,Android,0,7,568.27,1
S0025463,U038556,control,2026-02-08 23:21:41,metro,android,1,4,479.75,1
S0127751,U109087,control,2026-02-08 23:21:46,metro,Android,0,4,415.85,0
S0071566,U113910,treatment,2026-02-08 23:23:25,tier_3,ios,0,5,309.47,0
S0143270,U096214,treatment,2026-02-08 23:23:42,tier_2,android,0,3,402.9,0
S0003038,U105859,treatment,2026-02-08 23:25:33,metro,android,1,8,1131.44,1
S0067182,U100866,control,2026-02-08 23:26:12,tier_2,web,0,2,143.1,0
S0038310,U093601,treatment,2026-02-08 23:27:03,tier_2,android,0,2,380.76,0
S0072009,U056177,treatment,2026-02-08 23:27:08,tier_3,Android,0,6,605.5,0
S0041862,U059532,treatment,2026-02-08 23:27:14,metro,Android,0,6,1191.18,1
S0148603,U058408,control,2026-02-08 23:27:45,metro,android,0,5,454.13,1
S0027617,U063880,control,2026-02-08 23:27:57,tier_2,android,0,7,603.05,0
S0155849,U049385,control,2026-02-08 23:28:34,tier_2,android,0,5,261.03,1
S0036842,U143100,treatment,2026-02-08 23:29:05,tier_2,android,0,6,645.66,0
S0130941,U151762,treatment,2026-02-08 23:30:10,metro,Android,0,3,314.05,1
S0029403,U005401,treatment,2026-02-08 23:30:20,tier_2,android,1,6,576.37,1
S0044708,U049828,treatment,2026-02-08 23:30:53,tier_3,ios,0,4,574.87,1
S0148096,U107098,treatment,2026-02-08 23:31:39,metro,Android,1,5,635.11,0
S0072249,U055877,treatment,2026-02-08 23:32:02,metro,android,0,4,745.86,0
S0051386,U110954,treatment,2026-02-08 23:32:55,tier_2,Android,1,5,522.58,0
S0157519,U066729,treatment,2026-02-08 23:32:56,tier_2,android,0,6,1189.55,1
S0066042,U062010,control,2026-02-08 23:33:31,tier_2,android,0,3,528.4,1
S0151078,U023756,control,2026-02-08 23:34:45,tier_2,android,0,1,148.07,0
S0158838,U120067,treatment,2026-02-08 23:34:46,metro,android,0,5,414.24,0
S0093656,U096878,treatment,2026-02-08 23:35:39,metro,android,0,5,235.48,1
S0068171,U078835,treatment,2026-02-08 23:35:59,metro,android,1,4,604.47,1
S0140094,U053802,control,2026-02-08 23:36:14,tier_3,android,0,5,330.11,0
S0144801,U156199,control,2026-02-08 23:36:45,tier_2,Android,0,4,332.45,0
S0115020,U091567,treatment,2026-02-08 23:37:07,metro,Android,1,6,758.73,0
S0158567,U017132,control,2026-02-08 23:37:17,tier_3,ios,1,5,397.46,0
S0023175,U110110,control,2026-02-08 23:38:11,tier_2,ios,0,4,168.76,1
S0144377,U077721,control,2026-02-08 23:38:33,metro,android,0,4,417.11,1
S0102308,U081543,control,2026-02-08 23:38:56,tier_2,android,0,5,883.55,1
S0005032,U155521,control,2026-02-08 23:40:30,tier_3,Android,0,11,1655.69,0
S0046863,U006508,treatment,2026-02-08 23:41:01,metro,Android,0,5,551.09,0
S0149388,U029991,control,2026-02-08 23:41:35,metro,web,0,4,816.26,0
S0118236,U013709,control,2026-02-08 23:42:20,tier_2,web,0,2,290.72,1
S0105639,U131189,control,2026-02-08 23:42:33,metro,web,1,4,435.38,0
S0090424,U069806,control,2026-02-08 23:42:50,tier_3,ios,0,4,258.74,1
S0079342,U110225,control,2026-02-08 23:43:34,tier_3,Android,0,7,665.78,0
S0047186,U062125,control,2026-02-08 23:44:41,tier_2,android,0,4,421.09,0
S0004879,U066575,control,2026-02-08 23:45:56,metro,ios,1,8,854.35,1
S0023519,U092438,treatment,2026-02-08 23:46:20,tier_2,ios,1,3,137.5,0
S0076317,U100601,treatment,2026-02-08 23:47:25,metro,android,0,2,235.61,0
S0018237,U034510,treatment,2026-02-08 23:47:40,tier_2,web,0,7,881.65,1
S0033600,U110795,control,2026-02-08 23:47:53,tier_2,ios,0,9,1184.1,1
S0070414,U133192,treatment,2026-02-08 23:48:02,tier_2,Android,1,5,432.42,0
S0151975,U117214,control,2026-02-08 23:48:26,tier_2,Android,0,8,1010.01,1
S0060243,U023236,control,2026-02-08 23:48:47,tier_3,Android,1,5,505.58,0
S0026998,U015820,control,2026-02-08 23:49:36,tier_2,web,0,2,195.7,1
S0103906,U010697,control,2026-02-08 23:51:04,metro,ios,0,2,462.66,0
S0075287,U013192,control,2026-02-08 23:51:07,metro,ios,0,6,423.56,0
S0159890,U118735,treatment,2026-02-08 23:52:30,metro,Android,0,3,378.66,0
S0096147,U046602,control,2026-02-08 23:53:50,metro,android,0,4,701.42,1
S0014935,U014753,control,2026-02-08 23:55:35,tier_3,android,1,3,156.44,0
S0061802,U016995,control,2026-02-08 23:55:38,tier_2,ios,1,2,76.77,0
S0154121,U063448,control,2026-02-08 23:56:07,metro,android,0,6,679.81,1
S0108864,U057474,treatment,2026-02-08 23:56:37,tier_2,Android,1,11,1272.93,0
S0041819,U003495,treatment,2026-02-08 23:57:43,tier_3,Android,0,6,523.67,0
S0147339,U127594,treatment,2026-02-08 23:59:33,metro,ios,1,3,266.95,0
S0060369,U144503,treatment,2026-02-09 00:00:07,tier_2,android,1,3,356.08,0
S0014148,U029105,treatment,2026-02-09 00:04:21,tier_3,ios,0,5,272.92,0
S0030605,U090271,treatment,2026-02-09 00:21:43,tier_3,Android,1,7,478.0,1
S0150060,U061097,control,2026-02-09 00:26:49,metro,ios,0,6,532.21,1
S0004521,U142265,control,2026-02-09 00:32:50,metro,web,0,5,411.48,0
S0113472,U039069,treatment,2026-02-09 00:35:42,tier_3,android,0,2,114.03,0
S0062911,U071307,treatment,2026-02-09 00:50:54,tier_2,android,0,2,167.52,0
S0139338,U152675,treatment,2026-02-09 01:17:20,metro,web,0,6,712.27,0
S0081010,U077516,control,2026-02-09 01:18:12,metro,ios,0,5,767.42,0
S0049776,U112117,control,2026-02-09 01:27:15,metro,android,0,4,325.58,0
S0044660,U157424,control,2026-02-09 01:31:10,tier_3,ios,0,5,584.27,0
S0120167,U152547,control,2026-02-09 01:35:59,tier_3,android,0,8,535.41,0
S0108112,U145015,treatment,2026-02-09 01:55:31,metro,ios,1,3,214.6,0
S0099894,U056539,control,2026-02-09 01:59:12,tier_2,android,0,5,408.11,1
S0016556,U120248,treatment,2026-02-09 02:08:18,metro,ios,1,5,740.99,1
S0103655,U082188,control,2026-02-09 02:26:09,tier_3,ios,0,2,134.95,0
S0118551,U137105,treatment,2026-02-09 02:51:36,tier_2,android,0,4,314.32,1
S0085731,U103453,control,2026-02-09 02:54:41,metro,android,0,6,538.44,0
S0010970,U060136,treatment,2026-02-09 03:03:33,tier_2,ios,0,5,553.46,1
S0133197,U132027,treatment,2026-02-09 03:22:44,metro,android,1,6,978.37,0
S0052997,U105127,control,2026-02-09 03:26:13,tier_3,android,0,6,330.0,0
S0048377,U020654,control,2026-02-09 03:29:40,metro,android,1,8,438.12,0
S0055725,U067014,control,2026-02-09 03:38:49,metro,android,0,2,229.59,0
S0087957,U032865,treatment,2026-02-09 03:39:34,tier_2,ios,0,5,692.2,1
S0145077,U118749,control,2026-02-09 03:40:30,metro,android,1,2,210.11,0
S0000085,U021486,treatment,2026-02-09 03:57:53,metro,android,0,6,1221.41,1
S0157873,U022440,control,2026-02-09 04:01:22,tier_2,android,0,1,69.84,0
S0104933,U096922,control,2026-02-09 04:04:41,metro,ios,1,3,330.35,0
S0074999,U081237,treatment,2026-02-09 04:12:32,metro,ios,0,4,520.35,1
S0008168,U001337,treatment,2026-02-09 04:12:53,tier_3,ios,0,6,241.97,1
S0105645,U027477,treatment,2026-02-09 04:18:29,metro,android,1,5,863.82,0
S0105607,U055348,treatment,2026-02-09 04:24:20,tier_2,ios,0,3,346.68,1
S0060261,U129481,control,2026-02-09 04:26:38,metro,android,0,5,399.11,1
S0020146,U145301,control,2026-02-09 04:28:07,tier_2,Android,0,6,362.71,0
S0034557,U132737,control,2026-02-09 04:31:53,tier_3,web,1,9,781.94,0
S0009987,U141411,control,2026-02-09 04:34:00,tier_3,ios,0,5,242.27,1
S0007117,U143821,control,2026-02-09 04:36:04,metro,android,0,4,624.74,0
S0021773,U126670,treatment,2026-02-09 04:36:15,tier_2,android,0,2,255.64,0
S0138648,U125904,control,2026-02-09 04:56:42,metro,web,0,4,333.18,0
S0153986,U007538,control,2026-02-09 04:56:44,tier_2,android,0,5,273.12,0
S0067254,U040973,control,2026-02-09 05:00:26,tier_2,ios,0,2,218.86,0
S0117636,U016879,control,2026-02-09 05:05:55,metro,android,1,2,172.46,0
S0107084,U089234,control,2026-02-09 05:06:20,tier_3,ios,0,5,436.91,0
S0025631,U098077,treatment,2026-02-09 05:06:32,metro,web,0,3,450.8,0
S0019863,U066959,control,2026-02-09 05:06:51,tier_3,Android,0,2,274.58,0
S0101533,U153447,control,2026-02-09 05:10:10,tier_2,ios,0,4,501.31,1
S0094834,U054926,treatment,2026-02-09 05:12:55,metro,web,0,5,368.7,1
S0108829,U091981,treatment,2026-02-09 05:15:39,metro,web,1,4,326.23,1
S0088633,U095818,treatment,2026-02-09 05:16:08,tier_3,android,0,6,617.08,1
S0001153,U008301,treatment,2026-02-09 05:21:31,metro,android,0,5,495.76,0
S0048161,U010536,treatment,2026-02-09 05:22:41,metro,web,0,5,477.6,0
S0136859,U027597,control,2026-02-09 05:23:00,metro,android,0,4,177.8,0
S0113868,U022407,control,2026-02-09 05:29:07,tier_3,android,1,1,91.04,0
S0063127,U089666,treatment,2026-02-09 05:30:01,tier_3,ios,0,4,220.41,0
S0145158,U105470,control,2026-02-09 05:30:36,metro,android,0,5,345.67,1
S0105567,U159430,control,2026-02-09 05:31:18,metro,android,1,7,823.07,1
S0107820,U042490,treatment,2026-02-09 05:32:12,tier_2,Android,0,5,463.41,0
S0123606,U119808,control,2026-02-09 05:33:35,tier_2,web,0,2,173.43,0
S0060678,U061468,control,2026-02-09 05:36:32,tier_2,android,0,4,465.28,1
S0137668,U113357,treatment,2026-02-09 05:37:24,metro,Android,0,5,469.19,0
S0126900,U154773,treatment,2026-02-09 05:40:28,tier_2,android,1,3,219.98,0
S0103768,U090290,treatment,2026-02-09 05:41:06,tier_2,android,0,4,437.29,0
S0111960,U032372,control,2026-02-09 05:41:54,tier_2,ios,1,4,422.43,0
S0152354,U008772,control,2026-02-09 05:44:39,tier_3,android,0,4,301.88,0
S0064834,U049740,treatment,2026-02-09 05:47:57,tier_2,web,0,1,38.7,0
S0114755,U145650,control,2026-02-09 05:48:40,metro,android,1,2,188.56,0
S0091406,U128603,control,2026-02-09 05:48:58,tier_2,web,1,2,105.72,0
S0122240,U119940,control,2026-02-09 05:49:01,metro,Android,0,5,667.38,1
S0157414,U092465,treatment,2026-02-09 05:49:20,metro,web,0,3,239.02,1
S0138100,U150015,treatment,2026-02-09 05:52:07,tier_2,android,0,3,288.82,0
S0125578,U091569,treatment,2026-02-09 05:52:47,metro,android,0,5,425.26,1
S0125578,U091569,treatment,2026-02-09 05:52:47,metro,android,0,5,425.26,1
S0111079,U077022,control,2026-02-09 05:56:26,tier_3,ios,1,8,582.49,0
S0072893,U109010,control,2026-02-09 05:58:35,tier_3,Android,0,7,459.46,0
S0087955,U091995,control,2026-02-09 06:00:08,metro,web,0,4,362.57,0
S0126118,U091485,control,2026-02-09 06:00:52,tier_2,Android,0,4,622.38,1
S0070602,U157081,treatment,2026-02-09 06:02:37,tier_2,Android,0,5,581.23,1
S0128599,U123827,control,2026-02-09 06:03:57,metro,Android,0,2,225.98,0
S0158928,U098303,control,2026-02-09 06:04:26,metro,ios,1,5,370.95,1
S0136149,U022087,control,2026-02-09 06:04:40,metro,ios,1,3,190.4,0
S0066513,U158836,control,2026-02-09 06:05:03,tier_3,android,0,6,507.58,0
S0081639,U056998,control,2026-02-09 06:05:21,tier_2,Android,1,3,362.68,0
S0094649,U010497,control,2026-02-09 06:05:24,metro,Android,0,6,692.98,0
S0053591,U089895,control,2026-02-09 06:05:55,tier_3,android,0,2,146.61,0
S0040496,U118035,control,2026-02-09 06:06:22,metro,android,0,3,293.57,1
S0139396,U153807,control,2026-02-09 06:06:50,metro,ios,1,8,688.23,0
S0026653,U122667,treatment,2026-02-09 06:07:10,tier_3,android,0,3,431.31,0
S0080653,U045370,control,2026-02-09 06:07:18,tier_3,ios,0,3,343.54,0
S0021626,U008679,treatment,2026-02-09 06:07:55,tier_2,web,1,3,220.65,0
S0098176,U055399,control,2026-02-09 06:08:06,tier_2,android,0,7,502.45,0
S0073033,U094191,control,2026-02-09 06:08:08,tier_2,android,1,4,490.73,0
S0041691,U100519,treatment,2026-02-09 06:08:30,tier_2,android,0,1,58.74,0
S0141350,U025388,control,2026-02-09 06:09:35,tier_2,android,1,6,723.65,0
S0018230,U027997,control,2026-02-09 06:09:48,tier_2,android,0,5,187.77,0
S0018230,U027997,control,2026-02-09 06:09:48,tier_2,android,0,5,187.77,0
S0033953,U038484,treatment,2026-02-09 06:09:59,tier_3,android,0,2,163.87,0
S0142670,U022746,treatment,2026-02-09 06:10:24,tier_3,android,1,2,286.46,0
S0067004,U154264,control,2026-02-09 06:11:11,tier_2,android,0,3,253.79,1
S0108017,U078271,treatment,2026-02-09 06:11:45,tier_2,ios,0,3,234.03,0
S0061125,U073235,control,2026-02-09 06:12:43,tier_3,Android,0,6,469.28,0
S0112636,U089784,control,2026-02-09 06:12:47,metro,android,1,3,269.68,0
S0156935,U080204,control,2026-02-09 06:12:59,tier_2,web,1,5,464.65,1
S0109314,U059512,treatment,2026-02-09 06:13:10,tier_3,android,0,6,437.46,0
S0044258,U127794,control,2026-02-09 06:13:14,metro,android,0,3,185.33,0
S0067126,U080669,control,2026-02-09 06:14:31,tier_3,android,0,2,164.63,1
S0102911,U055034,treatment,2026-02-09 06:15:06,tier_3,android,0,2,139.34,0
S0011270,U071611,control,2026-02-09 06:15:29,metro,ios,0,7,1276.94,1
S0070435,U034479,control,2026-02-09 06:15:32,metro,android,1,2,235.67,0
S0105657,U033402,control,2026-02-09 06:16:57,tier_3,Android,1,2,400.86,0
S0147198,U063722,treatment,2026-02-09 06:17:42,tier_2,Android,0,6,239.41,0
S0135604,U008325,control,2026-02-09 06:19:14,metro,android,0,4,359.88,0
S0140398,U035098,treatment,2026-02-09 06:19:50,metro,ios,0,3,327.6,0
S0051371,U008417,treatment,2026-02-09 06:20:02,metro,Android,0,6,681.38,0
S0122121,U111686,treatment,2026-02-09 06:20:55,metro,android,0,2,217.34,0
S0037680,U001941,treatment,2026-02-09 06:21:45,metro,Android,0,10,1269.56,1
S0159558,U061696,treatment,2026-02-09 06:22:20,tier_2,ios,1,5,537.52,0
S0104293,U087901,control,2026-02-09 06:22:34,tier_3,web,0,3,257.87,0
S0153856,U129246,treatment,2026-02-09 06:23:18,metro,ios,0,7,785.82,1
S0106562,U008911,treatment,2026-02-09 06:23:24,metro,android,0,3,298.52,0
S0130595,U120515,treatment,2026-02-09 06:23:47,tier_2,ios,1,6,830.61,0
S0149021,U124375,control,2026-02-09 06:24:06,tier_2,ios,0,5,412.12,0
S0042638,U072943,control,2026-02-09 06:24:16,tier_3,ios,1,5,297.1,0
S0005221,U099081,control,2026-02-09 06:24:41,metro,ios,0,5,881.93,0
S0056502,U032244,control,2026-02-09 06:26:22,metro,android,1,4,354.24,0
S0004565,U012899,control,2026-02-09 06:26:53,metro,android,1,4,392.6,0
S0013596,U130682,control,2026-02-09 06:26:59,tier_2,android,1,4,326.81,0
S0058881,U155719,treatment,2026-02-09 06:27:49,tier_2,web,0,4,213.89,0
S0046664,U045453,treatment,2026-02-09 06:27:56,metro,android,0,6,1190.72,1
S0152572,U049242,treatment,2026-02-09 06:29:42,metro,android,0,5,529.43,0
S0153276,U049621,control,2026-02-09 06:30:32,metro,Android,0,4,584.34,0
S0121530,U097083,control,2026-02-09 06:30:42,tier_2,web,0,4,512.07,0
S0123219,U051170,treatment,2026-02-09 06:30:58,metro,Android,1,2,285.06,0
S0102555,U105052,control,2026-02-09 06:31:13,tier_3,android,0,4,496.1,0
S0039161,U005187,control,2026-02-09 06:32:20,tier_3,ios,0,4,225.04,0
S0095868,U024483,treatment,2026-02-09 06:32:28,tier_2,ios,0,2,201.22,1
S0042194,U073275,control,2026-02-09 06:33:27,tier_3,Android,1,5,181.23,0
S0142113,U114081,treatment,2026-02-09 06:33:30,metro,Android,1,4,483.73,0
S0079588,U050038,treatment,2026-02-09 06:34:22,tier_2,Android,0,2,213.89,0
S0083547,U111324,treatment,2026-02-09 06:34:22,tier_2,ios,0,4,633.05,1
S0099928,U014154,control,2026-02-09 06:34:33,tier_3,Android,0,4,159.26,1
S0014399,U046914,treatment,2026-02-09 06:34:54,metro,android,0,10,1902.29,1
S0132263,U107297,treatment,2026-02-09 06:35:11,tier_3,web,0,4,330.37,1
S0027340,U096928,control,2026-02-09 06:36:41,metro,Android,0,5,608.61,0
S0089572,U084889,control,2026-02-09 06:36:52,tier_2,web,1,3,199.2,1
S0092796,U079882,control,2026-02-09 06:37:08,tier_3,ios,1,4,370.19,0
S0144722,U068676,treatment,2026-02-09 06:38:28,metro,android,1,4,194.65,1
S0025636,U016610,treatment,2026-02-09 06:38:57,tier_3,Android,1,3,196.91,0
S0159708,U030243,treatment,2026-02-09 06:40:33,tier_3,android,0,6,506.42,1
S0018868,U117342,control,2026-02-09 06:41:57,tier_2,Android,1,3,411.31,0
S0137427,U043817,treatment,2026-02-09 06:42:08,metro,Android,1,1,74.35,0
S0144833,U134237,treatment,2026-02-09 06:42:26,tier_3,web,1,2,170.45,0
S0145246,U035840,treatment,2026-02-09 06:43:24,metro,Android,1,4,407.16,0
S0070344,U030231,control,2026-02-09 06:44:46,tier_2,android,1,4,221.89,0
S0074139,U078008,control,2026-02-09 06:45:22,tier_3,ios,0,4,224.83,0
S0057509,U070653,treatment,2026-02-09 06:46:20,metro,ios,0,4,407.07,0
S0018870,U122552,treatment,2026-02-09 06:47:10,metro,Android,0,8,301.91,0
S0094626,U075484,treatment,2026-02-09 06:48:11,tier_2,android,1,3,225.75,0
S0152776,U019218,control,2026-02-09 06:48:15,tier_3,web,0,4,329.74,0
S0096728,U021162,treatment,2026-02-09 06:48:29,tier_3,android,1,4,494.59,0
S0069669,U024444,control,2026-02-09 06:48:54,tier_3,android,0,5,225.67,0
S0071308,U118942,treatment,2026-02-09 06:49:05,metro,ios,1,6,920.24,0
S0105096,U033951,control,2026-02-09 06:50:47,tier_2,Android,0,6,426.83,0
S0034770,U088238,control,2026-02-09 06:51:16,tier_2,Android,0,4,364.81,1
S0072656,U025835,treatment,2026-02-09 06:51:59,tier_3,android,0,3,220.91,0
S0139806,U080525,treatment,2026-02-09 06:52:32,metro,android,0,2,164.07,1
S0089354,U156478,treatment,2026-02-09 06:53:12,tier_2,Android,0,8,1065.91,0
S0130725,U144545,treatment,2026-02-09 06:53:26,metro,android,1,4,339.53,1
S0047804,U071718,control,2026-02-09 06:53:44,tier_2,android,1,5,540.58,0
S0079381,U064122,treatment,2026-02-09 06:53:58,tier_3,android,0,6,528.2,0
S0156485,U100595,treatment,2026-02-09 06:54:11,metro,android,0,4,693.53,0
S0001934,U016827,control,2026-02-09 06:54:15,tier_3,android,1,7,412.06,0
S0130433,U024082,treatment,2026-02-09 06:54:39,metro,android,1,7,661.15,0
S0034968,U082500,control,2026-02-09 06:56:28,tier_2,ios,0,6,577.21,0
S0158850,U128406,treatment,2026-02-09 06:57:26,tier_3,ios,0,4,157.81,0
S0098976,U134352,control,2026-02-09 06:58:57,metro,ios,0,3,342.7,0
S0032083,U050178,treatment,2026-02-09 06:59:40,metro,android,0,8,464.38,0
S0139994,U008885,control,2026-02-09 06:59:45,tier_3,android,0,2,113.77,0
